subject_id,stage,feature,median,iqr,n_epochs
SC4471,N3,margin_factor,3.180740642272956,0.5783358849181206,435
SC4471,REM,margin_factor,3.66326873512294,0.4955827647635038,639
SC4471,W,margin_factor,3.642024713971161,0.5245876954314719,5906
SC4472,N1,margin_factor,3.517937867605024,0.4862492655152581,81
SC4472,N2,margin_factor,3.4101041294996453,0.6156643472164101,1158
SC4472,N3,margin_factor,3.213342669353162,0.5765353855098372,435
SC4472,REM,margin_factor,3.4959587484699632,0.567108056129134,639
SC4472,W,margin_factor,3.4066498279282262,0.5457796455581425,6009
SC4481,N1,margin_factor,3.739971422635612,0.5873696755510309,81
SC4481,N2,margin_factor,3.5801478800251023,0.5462096533424843,1158
SC4481,N3,margin_factor,3.3579971362943795,0.6170768198995669,435
SC4481,REM,margin_factor,3.524028730377716,0.564413959883737,639
SC4481,W,margin_factor,3.7248993931212464,0.6564772501005409,6009
SC4482,N1,margin_factor,3.712043428650096,0.6081164934912491,81
SC4482,N2,margin_factor,3.5819700716208254,0.6107303840774727,1158
SC4482,N3,margin_factor,3.2526778258002507,0.650692255108285,435
SC4482,REM,margin_factor,3.590579239586938,0.620818359743863,639
SC4482,W,margin_factor,4.043235586277056,0.7263616168642146,6009
SC4491,N1,margin_factor,3.822738225380995,0.7877178575137807,81
SC4491,N2,margin_factor,3.7076911774003705,0.6179795872500824,1158
SC4491,N3,margin_factor,3.495261257926048,0.6637185791420017,435
SC4491,REM,margin_factor,3.6606681492746223,0.5799477552434609,639
SC4491,W,margin_factor,4.197908164680644,0.721406563648078,6009
SC4492,N1,margin_factor,3.8176484147984846,1.0639945209000734,81
SC4492,N2,margin_factor,3.7019830699089615,0.7860506785762977,1158
SC4492,N3,margin_factor,3.976337723773476,0.9523592608292292,435
SC4492,REM,margin_factor,3.5966254709521905,0.6099669535700594,639
SC4492,W,margin_factor,4.2267653741107925,0.7989806669106501,4094
SC4501,N1,margin_factor,3.4889082754605134,0.4563518189891868,81
SC4501,N2,margin_factor,3.3858899504624667,0.459214894047526,1158
SC4501,N3,margin_factor,3.627712403785442,0.4858047296516599,435
SC4501,REM,margin_factor,3.3579716982051453,0.4153144311626104,639
SC4501,W,margin_factor,3.390152885579504,0.6196988434246755,5936
SC4502,N1,margin_factor,3.511074667764717,0.4266406559953282,81
SC4502,N2,margin_factor,3.545490401543117,0.5185770213797771,1158
SC4502,N3,margin_factor,3.4970588513352183,0.6200517666366272,435
SC4502,REM,margin_factor,3.59768282501833,0.5809991491577682,639
SC4502,W,margin_factor,3.896235454058616,0.8196609505742645,5996
SC4511,N1,margin_factor,3.702424201183891,0.5232531403357834,81
SC4511,N2,margin_factor,3.6038816023194,0.5181571539991197,1158
SC4511,N3,margin_factor,3.529523954207514,0.5034287081613584,435
SC4511,REM,margin_factor,3.5712585831378703,0.5619211637857804,639
SC4511,W,margin_factor,3.739759284114108,0.5242110151631789,5822
SC4512,N1,margin_factor,3.450623593821751,0.6876540329182887,81
SC4512,N2,margin_factor,3.495664479841614,0.488832368228854,1158
SC4512,N3,margin_factor,3.493833269709368,0.4118270244047459,435
SC4512,REM,margin_factor,3.447363661779769,0.5475793107999554,639
SC4512,W,margin_factor,3.6602313871954526,0.5635391391603144,5936
SC4522,N1,margin_factor,3.5395660425751894,0.5493154784085261,81
SC4522,N2,margin_factor,3.616395371913912,0.6177147405332302,1158
SC4522,N3,margin_factor,3.561151263453937,0.6926334089460591,435
SC4522,REM,margin_factor,3.651171685979612,0.5697047169795235,639
SC4522,W,margin_factor,3.678993157486035,0.7007179460251729,6008
SC4531,N1,margin_factor,3.6510462672386144,0.6791299984318724,81
SC4531,N2,margin_factor,3.61431815430108,0.6770811079837555,1158
SC4531,N3,margin_factor,3.6161246966902656,0.665055786789476,435
SC4531,REM,margin_factor,3.637415114677447,0.7208876715028225,639
SC4531,W,margin_factor,4.091850196507253,0.8148428187981684,5492
SC4532,N1,margin_factor,3.921942038018626,1.0783853558990946,81
SC4532,N2,margin_factor,3.5059712212742045,0.679139111502999,1158
SC4532,N3,margin_factor,3.680077553714644,0.829497712974411,435
SC4532,REM,margin_factor,3.357125518016057,0.5900501085176688,639
SC4532,W,margin_factor,3.995229873928043,0.9037344831166124,5918
SC4541,N1,margin_factor,3.592042011730242,0.7973291812099621,81
SC4541,N2,margin_factor,3.519535300148675,0.6125633018437289,1158
SC4541,N3,margin_factor,3.5194743495909404,0.7708872714864912,435
SC4541,REM,margin_factor,3.523872393080789,0.556580594065565,639
SC4541,W,margin_factor,3.9265351962943984,0.7958571633569336,5906
SC4542,N1,margin_factor,3.858893184215643,1.0950490527359773,81
SC4542,N2,margin_factor,3.473875874457472,0.7330532664946259,1158
SC4542,N3,margin_factor,3.7144010286833615,0.9036551708258038,435
SC4542,REM,margin_factor,3.426035294434856,0.5402249110562742,639
SC4542,W,margin_factor,3.8076320281658167,0.7966277752926327,5726
SC4551,N1,margin_factor,3.592910843416472,0.5307904270172594,81
SC4551,N2,margin_factor,3.590758802521909,0.5514341729802061,1158
SC4551,N3,margin_factor,3.616521895555544,0.4976855650265048,435
SC4551,REM,margin_factor,3.630751411125548,0.5567750119033961,639
SC4551,W,margin_factor,4.627750814809773,1.0378263169954014,6002
SC4552,N1,margin_factor,3.480100117163734,0.5067409642033063,81
SC4552,N2,margin_factor,3.519722279290566,0.5623092172813196,1158
SC4552,N3,margin_factor,3.5277665890303007,0.4313054107259328,435
SC4552,REM,margin_factor,3.481437028175982,0.5916587550329218,639
SC4552,W,margin_factor,4.560420208625831,0.998393244794026,6009
SC4561,N1,margin_factor,3.6578193135796857,0.6026282342348113,81
SC4561,N2,margin_factor,3.7296220308897694,0.5784409237750028,1158
SC4561,N3,margin_factor,3.5570095393225567,0.5761926595360181,435
SC4561,REM,margin_factor,3.615624853759409,0.5397782939071978,639
SC4561,W,margin_factor,3.817384978884879,0.737195419585067,5798
SC4562,N1,margin_factor,3.582242350044121,0.5535135527383512,81
SC4562,N2,margin_factor,3.552900683243813,0.5859702347875744,1158
SC4562,N3,margin_factor,3.499368635523504,0.5302541018194127,435
SC4562,REM,margin_factor,3.5328443725902074,0.5657997087964017,639
SC4562,W,margin_factor,3.4927943308274223,0.6888016870439806,6009
SC4571,N1,margin_factor,3.7279334475766808,0.6823832716065641,81
SC4571,N2,margin_factor,3.6983870598743183,0.6172177820982285,1158
SC4571,N3,margin_factor,3.5488677837187232,0.5284477528033724,435
SC4571,REM,margin_factor,3.574693091847697,0.6032475367106076,639
SC4571,W,margin_factor,3.812741744913199,0.7244122812979885,6009
SC4572,N1,margin_factor,4.099428857370299,0.7472076422048586,81
SC4572,N2,margin_factor,3.823256613700544,0.662691284471661,1158
SC4572,N3,margin_factor,3.5472378757628635,0.5568602067186115,435
SC4572,REM,margin_factor,3.921989400683433,0.7409373777750954,639
SC4572,W,margin_factor,3.9417915038166544,0.8180264156321568,6009
SC4581,N1,margin_factor,3.8134754771363615,0.5281251940656171,81
SC4581,N2,margin_factor,3.689316782865137,0.5183852346236018,1158
SC4581,N3,margin_factor,3.706396007286723,0.6509791531488909,435
SC4581,REM,margin_factor,3.627625400004375,0.5719191911298123,639
SC4581,W,margin_factor,3.9281153771616633,0.6674279974407482,5900
SC4582,N1,margin_factor,3.797452976833197,0.7607550779965866,81
SC4582,N2,margin_factor,3.7481782246714967,0.5843018160604689,1158
SC4582,N3,margin_factor,3.807929051329996,0.631536634773147,435
SC4582,REM,margin_factor,3.6612920013346737,0.5285417869691522,639
SC4582,W,margin_factor,3.9684753589493567,0.689272899383039,5588
SC4591,N1,margin_factor,3.609522564566544,0.9414982910589772,81
SC4591,N2,margin_factor,3.586753885983783,0.6523012409479221,1158
SC4591,N3,margin_factor,3.545665576638794,0.5460899589770447,435
SC4591,REM,margin_factor,3.51149050586656,0.6560061768256942,639
SC4591,W,margin_factor,3.743458885568281,1.0559133942911805,6009
SC4592,N1,margin_factor,3.68708561277637,0.7337452098641304,81
SC4592,N2,margin_factor,3.4610985136697607,0.620359586670753,1158
SC4592,N3,margin_factor,3.566729941965682,0.6304642104860179,435
SC4592,REM,margin_factor,3.455945066628641,0.5167491971876377,639
SC4592,W,margin_factor,3.86972687089476,0.8603822097673035,3806
SC4601,N1,margin_factor,3.324249205260548,0.5882369592557217,81
SC4601,N2,margin_factor,3.397250437180128,0.4921247545094926,1158
SC4601,N3,margin_factor,3.3916157823146484,0.4769742142111073,435
SC4601,REM,margin_factor,3.557863849997097,0.4094643594626239,639
SC4601,W,margin_factor,3.598914390732787,0.6229300697673357,5876
SC4602,N1,margin_factor,3.456740638310664,0.6127205544853442,81
SC4602,N2,margin_factor,3.348130105686991,0.5172874874159032,1158
SC4602,N3,margin_factor,3.214440103405459,0.4878918680239565,435
SC4602,REM,margin_factor,3.3255587470256303,0.5089288487884898,639
SC4602,W,margin_factor,3.86718108188674,0.6633663728358337,6009
SC4611,N1,margin_factor,3.056846867215432,0.4852793454933701,81
SC4611,N2,margin_factor,3.235816426896735,0.3954089397891431,1158
SC4611,N3,margin_factor,3.258961647037431,0.4576858583203806,435
SC4611,REM,margin_factor,3.3017979057313074,0.3758510353434707,639
SC4611,W,margin_factor,4.0012209213950936,0.7251223075719535,5636
SC4612,N1,margin_factor,3.75056153931344,0.6855245171305109,81
SC4612,N2,margin_factor,3.463089025927321,0.5518061752678767,1158
SC4612,N3,margin_factor,3.5092678529926964,0.7223680313892542,435
SC4612,REM,margin_factor,3.3814740224155577,0.4292333811757407,639
SC4612,W,margin_factor,3.9708542025447295,0.7768757089949054,5876
SC4621,N1,margin_factor,3.4655191370546974,0.5341713707460714,81
SC4621,N2,margin_factor,3.4780856938843496,0.5734956901371109,1158
SC4621,N3,margin_factor,3.5937792157541995,0.5004040536743859,435
SC4621,REM,margin_factor,3.497538835642408,0.5678901503062832,639
SC4621,W,margin_factor,3.61454381437778,0.5835826526381993,5522
SC4622,N1,margin_factor,3.61124051154138,0.4904314324704391,81
SC4622,N2,margin_factor,3.536563040101106,0.5193225586250931,1158
SC4622,N3,margin_factor,3.5002675038611564,0.4653408969842942,435
SC4622,REM,margin_factor,3.4963997382036816,0.4605371091972019,639
SC4622,W,margin_factor,3.64092199039739,0.5649966096938419,6009
SC4631,N1,margin_factor,3.6669591237368335,0.5596595082162832,81
SC4631,N2,margin_factor,3.67287689773565,0.509370306757154,1158
SC4631,N3,margin_factor,3.6892729641348505,0.6065874472061106,435
SC4631,REM,margin_factor,3.601832371492442,0.6161662226482241,639
SC4631,W,margin_factor,3.8471155874422616,0.5492970059410629,5960
SC4632,N1,margin_factor,3.691448345758334,0.5909832626364091,81
SC4632,N2,margin_factor,3.587983362540101,0.5742939953821606,1158
SC4632,N3,margin_factor,3.71818244198228,0.5248355002487131,435
SC4632,REM,margin_factor,3.4748759320227247,0.560398497973035,639
SC4632,W,margin_factor,3.7841775389033714,0.5988025675698792,6009
SC4641,N1,margin_factor,3.493153583094513,0.5530405981364419,81
SC4641,N2,margin_factor,3.530583777796082,0.4914160172184116,1158
SC4641,N3,margin_factor,3.8891035819131528,0.8997292999557303,435
SC4641,REM,margin_factor,3.57806760927477,0.5058324292535348,639
SC4641,W,margin_factor,3.793869213100853,0.6839701013664907,5726
SC4642,N1,margin_factor,3.549755138713809,0.4756657819706444,81
SC4642,N2,margin_factor,3.5377578198508672,0.4780786361136595,1158
SC4642,N3,margin_factor,3.4313761456834992,0.4341775211148011,435
SC4642,REM,margin_factor,3.463188212524244,0.5081815724193612,639
SC4642,W,margin_factor,3.8369549574650232,0.6721531406037808,6009
SC4651,N1,margin_factor,3.615067468596808,0.8772508270600721,81
SC4651,N2,margin_factor,3.4272567577992965,0.6222769519854019,1158
SC4651,N3,margin_factor,3.216446359028573,0.4793549636332761,435
SC4651,REM,margin_factor,3.455087243208068,0.5472548199750968,639
SC4651,W,margin_factor,3.8016496220200064,0.6401163794347422,6009
SC4652,N1,margin_factor,3.5956489778523992,0.7315385275849273,81
SC4652,N2,margin_factor,3.523937423091065,0.7392224358255453,1158
SC4652,N3,margin_factor,3.750324197300144,0.6012184437543464,435
SC4652,REM,margin_factor,3.534873556732141,0.6092187144824983,639
SC4652,W,margin_factor,3.989926182769128,0.6907066683692564,6009
SC4661,N1,margin_factor,4.808298059353875,1.4629055763362606,81
SC4661,N2,margin_factor,5.352609536236956,1.988819612372224,1158
SC4661,N3,margin_factor,5.2603702487954855,1.2876151470353232,435
SC4661,REM,margin_factor,6.010688752873048,1.856293798740332,639
SC4661,W,margin_factor,4.552251328437887,0.9418811892294928,5906
SC4662,N1,margin_factor,3.883389998058583,0.8159449263224783,81
SC4662,N2,margin_factor,4.094219987094787,1.2504214409224037,1158
SC4662,N3,margin_factor,3.660148145354904,1.1993546024386088,435
SC4662,REM,margin_factor,3.948743492962295,0.8985564802218025,639
SC4662,W,margin_factor,4.226313726649476,0.7886117326064648,6009
SC4671,N1,margin_factor,3.4888982059764846,0.6076970351631559,81
SC4671,N2,margin_factor,3.359719636462195,0.5233666390389629,1158
SC4671,N3,margin_factor,3.5000883484094,0.4762763546606225,435
SC4671,REM,margin_factor,3.5186188895268,0.4808834463805915,639
SC4671,W,margin_factor,3.865481757323266,0.7319119813000308,6009
SC4672,N1,margin_factor,3.255831107352088,0.5725208601842007,81
SC4672,N2,margin_factor,3.2366524907212004,0.5655089812039371,1158
SC4672,N3,margin_factor,3.152906059258028,0.7405239989797305,435
SC4672,REM,margin_factor,3.262771290247972,0.5329107921493041,639
SC4672,W,margin_factor,3.599790850139819,0.6936083980269259,5426
SC4701,N1,margin_factor,3.2540548699944765,0.5213490898673747,81
SC4701,N2,margin_factor,3.4877796443537634,0.564722567938722,1158
SC4701,N3,margin_factor,3.353669082514651,0.5807224303182883,435
SC4701,REM,margin_factor,3.522542180441529,0.6152603829005701,639
SC4701,W,margin_factor,3.9389756550236696,0.5640997813320623,5726
SC4702,N1,margin_factor,3.479740800474142,0.6353551950944327,81
SC4702,N2,margin_factor,3.338560830562889,0.5796621544319276,1158
SC4702,N3,margin_factor,3.241100616157392,0.4751405446349621,435
SC4702,REM,margin_factor,3.4492456858942937,0.5582840745850146,639
SC4702,W,margin_factor,3.887988238775318,0.548564838518983,5558
SC4711,N1,margin_factor,3.586266470305967,0.6920249194368191,81
SC4711,N2,margin_factor,3.6550132909369344,0.5697272782102463,1158
SC4711,N3,margin_factor,3.633890356929572,0.5155658895158384,435
SC4711,REM,margin_factor,3.6537572301891488,0.5272661489654134,639
SC4711,W,margin_factor,3.986952078330224,0.6317869505822831,5876
SC4712,N1,margin_factor,3.587142703037047,0.444756264524806,81
SC4712,N2,margin_factor,3.5334849240917583,0.5763595338423015,1158
SC4712,N3,margin_factor,3.525834226736237,0.6097633266898552,435
SC4712,REM,margin_factor,3.5472170732060944,0.5579422532492178,639
SC4712,W,margin_factor,3.890648186136147,0.6547080991965366,6009
SC4721,N1,margin_factor,4.011040246219664,0.7526285280160252,81
SC4721,N2,margin_factor,3.719892944462006,0.7343321103040874,1158
SC4721,N3,margin_factor,3.689529563534226,0.805512513722229,435
SC4721,REM,margin_factor,3.6084172780161614,0.6410852253142694,639
SC4721,W,margin_factor,4.110073076696866,0.8059370991277599,4712
SC4722,N1,margin_factor,3.505463928623292,0.4864463987932619,81
SC4722,N2,margin_factor,3.4984849033640137,0.6105945771180599,1158
SC4722,N3,margin_factor,3.482230455135018,0.6889874602721027,435
SC4722,REM,margin_factor,3.4347199060702263,0.5552593213370933,639
SC4722,W,margin_factor,3.8769150962992542,0.7177080669330058,5924
SC4731,N1,margin_factor,3.444255422407656,0.7019851883532389,81
SC4731,N2,margin_factor,3.431697829217775,0.6143571557823462,1158
SC4731,N3,margin_factor,3.539790484754966,0.6585488743645169,435
SC4731,REM,margin_factor,3.417947298422095,0.5220973728613556,639
SC4731,W,margin_factor,3.842527504604594,0.772882640536217,6009
SC4732,N1,margin_factor,3.551850572345725,0.6523817131979008,81
SC4732,N2,margin_factor,3.3971726083427987,0.5491357250111397,1158
SC4732,N3,margin_factor,3.383067139088084,0.5175960005328415,435
SC4732,REM,margin_factor,3.477941243090343,0.5588104764326132,639
SC4732,W,margin_factor,3.8907766859969097,0.7419202248086214,5246
SC4741,N1,margin_factor,3.4297595795155464,0.5943266062376424,81
SC4741,N2,margin_factor,3.452742779637185,0.4978446830419303,1158
SC4741,N3,margin_factor,3.479536273739447,0.5535716038418408,435
SC4741,REM,margin_factor,3.509452943910416,0.5663707381761798,639
SC4741,W,margin_factor,3.9336061298089295,0.8326479678397289,5756
SC4742,N1,margin_factor,3.8806336119512985,0.8207733431644986,81
SC4742,N2,margin_factor,3.5917044681314114,0.6116263974770351,1158
SC4742,N3,margin_factor,3.4868654681237445,0.5816781512899967,435
SC4742,REM,margin_factor,3.660122224699495,0.5285115713723778,639
SC4742,W,margin_factor,4.0468716923934585,0.8220394119955383,5636
SC4751,N1,margin_factor,3.73056162303874,0.5377747783624587,81
SC4751,N2,margin_factor,3.681346680526151,0.5558927535113161,1158
SC4751,N3,margin_factor,3.574828781452444,0.567052301019257,435
SC4751,REM,margin_factor,3.766759270857139,0.6441807209647994,639
SC4751,W,margin_factor,4.052754473069159,0.8251807726123754,5726
SC4752,N1,margin_factor,3.802617798833429,0.7351754464453375,81
SC4752,N2,margin_factor,3.6094832426987193,0.5714366687336145,1158
SC4752,N3,margin_factor,3.5643736881081978,0.6013092717639159,435
SC4752,REM,margin_factor,3.617729525496322,0.6414718563672723,639
SC4752,W,margin_factor,4.035194864414195,0.8163311469244947,5096
SC4761,N1,margin_factor,3.599224828272954,0.5735914607665538,81
SC4761,N2,margin_factor,3.708376099924143,0.7279131860206216,1158
SC4761,N3,margin_factor,3.621762302748108,0.6039415053770125,435
SC4761,REM,margin_factor,3.83727828803096,0.7307623701084602,639
SC4761,W,margin_factor,3.860350309433533,0.7008249645421647,5576
SC4762,N1,margin_factor,3.2563686127241924,0.8836173924828361,81
SC4762,N2,margin_factor,3.1997582580995783,0.7873566843232789,1158
SC4762,N3,margin_factor,3.427539316221739,0.5039268796837972,435
SC4762,REM,margin_factor,2.901767185965948,0.4356776107511511,639
SC4762,W,margin_factor,3.3807027544020145,0.6113147217309778,6009
SC4771,N1,margin_factor,3.5806615093980616,0.6178897896948596,81
SC4771,N2,margin_factor,3.618791206930824,0.5556981316406611,1158
SC4771,N3,margin_factor,3.6154078972174304,0.6029810673587943,435
SC4771,REM,margin_factor,3.509261970823237,0.574850089603665,639
SC4771,W,margin_factor,3.9391048659089902,0.6294072380594056,5954
SC4772,N1,margin_factor,3.785859348412836,0.6883070832765545,81
SC4772,N2,margin_factor,3.564055243368993,0.5761094405426328,1158
SC4772,N3,margin_factor,3.810301593759722,0.6018278102827122,435
SC4772,REM,margin_factor,3.460168553153099,0.5097636368002241,639
SC4772,W,margin_factor,3.980023989137275,0.7119350854604809,4412
SC4801,N1,margin_factor,3.728734576179016,0.6189586163838152,81
SC4801,N2,margin_factor,3.5628541155350364,0.6123968190142124,1158
SC4801,N3,margin_factor,3.4430743411438343,0.5969293459389227,435
SC4801,REM,margin_factor,3.4216252522837527,0.5055536762807171,639
SC4801,W,margin_factor,3.91497511889299,0.7352712177123886,6008
SC4802,N1,margin_factor,3.638793325439949,0.6105962846521207,81
SC4802,N2,margin_factor,3.642657138356305,0.6307216880646993,1158
SC4802,N3,margin_factor,3.761652195975524,0.5335004756257571,435
SC4802,REM,margin_factor,3.621020118391253,0.5287121002128252,639
SC4802,W,margin_factor,3.927256157784009,0.7030433442030781,6009
SC4811,N1,margin_factor,3.4182502565860977,0.563748089072448,81
SC4811,N2,margin_factor,3.5733355757346894,0.614250199163421,1158
SC4811,N3,margin_factor,3.423291068313596,0.6663920126506135,435
SC4811,REM,margin_factor,3.6770998930990992,0.551733273272045,639
SC4811,W,margin_factor,3.952808533074165,0.739371599912336,4892
SC4812,N1,margin_factor,3.931134656865667,0.6311529534322524,81
SC4812,N2,margin_factor,3.881990253461829,0.744203589239584,1158
SC4812,N3,margin_factor,3.847280218927182,0.8372368750617682,435
SC4812,REM,margin_factor,3.494966151165752,0.7676668084231046,639
SC4812,W,margin_factor,4.080309160842697,0.7272653029186156,4934
SC4821,N1,margin_factor,3.871766641213804,0.961137245590678,81
SC4821,N2,margin_factor,3.667771229727928,0.7385512797978229,1158
SC4821,N3,margin_factor,3.772080539281426,0.6132907927810849,435
SC4821,REM,margin_factor,3.6115443040706894,0.5401152509088067,639
SC4821,W,margin_factor,3.969502999091646,0.6843880846032722,5852
SC4822,N1,margin_factor,3.759777552633144,0.7837739541700834,81
SC4822,N2,margin_factor,3.6932391895211,0.7125804748996405,1158
SC4822,N3,margin_factor,3.726034443009437,0.7035061933556959,435
SC4822,REM,margin_factor,3.6843985172,0.5720434056058386,639
SC4822,W,margin_factor,3.9820365233276593,0.7126889477163285,6009
ST7011,N1,margin_factor,3.856273593071789,0.8506438361602817,222
ST7011,N2,margin_factor,3.896835510405632,0.9053636275426298,1059
ST7011,N3,margin_factor,4.00756095585048,0.7801168878561575,852
ST7011,REM,margin_factor,3.866810700866398,0.8468031425481595,477
ST7011,W,margin_factor,3.8550112051778247,0.7613302773334887,222
ST7012,N1,margin_factor,3.795347526104953,0.6943015085968947,222
ST7012,N2,margin_factor,3.715672427600041,0.6181775447476228,1059
ST7012,N3,margin_factor,3.761526773833822,0.7597880813196256,852
ST7012,REM,margin_factor,3.7065703200169966,0.7705994675964813,477
ST7012,W,margin_factor,3.8698009765958914,0.7655794232199713,222
ST7021,N1,margin_factor,3.732285235871899,0.6764369898299738,222
ST7021,N2,margin_factor,3.836239193802412,0.7802810443151782,1059
ST7021,N3,margin_factor,3.5283956185534544,0.7845274068393104,852
ST7021,REM,margin_factor,3.820771759854556,0.7673807728609994,477
ST7021,W,margin_factor,3.4670301110490103,2.5205456813792773,222
ST7022,N1,margin_factor,3.767239493021478,0.7228855924207789,222
ST7022,N2,margin_factor,3.993221303996848,0.979556961597698,1059
ST7022,N3,margin_factor,3.436502812049312,0.6958311251444429,852
ST7022,REM,margin_factor,3.644866359300394,0.547569834971942,477
ST7022,W,margin_factor,3.9462956309135935,0.8179717002600615,222
ST7041,N1,margin_factor,3.639653640556549,0.8695400556082058,222
ST7041,N2,margin_factor,3.855457376739982,1.7464722101858523,1059
ST7041,N3,margin_factor,3.5537650187999006,0.9141356436716016,852
ST7041,REM,margin_factor,3.6742622977391752,0.8602842088605844,477
ST7041,W,margin_factor,3.7493936766603793,1.0388105770960836,222
ST7042,N1,margin_factor,3.6877678230748185,0.7477659587014269,222
ST7042,N2,margin_factor,3.6439893216752335,0.6907263367433378,1059
ST7042,N3,margin_factor,3.4943530120039537,0.8241220063986594,852
ST7042,REM,margin_factor,3.679224932826701,0.7362409437739563,477
ST7042,W,margin_factor,3.652577400952163,0.8786882119468982,222
ST7051,N1,margin_factor,3.496005909401031,0.5626000752584011,222
ST7051,N2,margin_factor,3.5324306434619874,0.6423360839845795,1059
ST7051,N3,margin_factor,3.299729954838068,0.7135725028317883,852
ST7051,REM,margin_factor,3.5672056787980004,0.6234461393637316,477
ST7051,W,margin_factor,3.629332113937044,0.6401812621545684,222
ST7052,N1,margin_factor,3.612592291381816,0.6633580725335233,222
ST7052,N2,margin_factor,3.612774805355252,0.6430712229371407,1059
ST7052,N3,margin_factor,3.3199207599522222,0.6759270579290666,852
ST7052,REM,margin_factor,3.614854731643701,0.6221070788922618,477
ST7052,W,margin_factor,3.6148075830999833,0.5495994526764307,222
ST7061,N1,margin_factor,3.7335094531752633,0.615588904966184,222
ST7061,N2,margin_factor,3.774246481382808,0.733693731147278,1059
ST7061,N3,margin_factor,3.5567976682521127,0.7790377855286015,852
ST7061,REM,margin_factor,3.8637373290058266,0.630602397340108,477
ST7061,W,margin_factor,3.8383989400357774,0.6875730956900146,222
ST7062,N1,margin_factor,3.70248802600245,0.7378679882295245,222
ST7062,N2,margin_factor,3.70839566816702,0.7457447443272938,1059
ST7062,N3,margin_factor,3.526331361469317,0.6962738005675271,852
ST7062,REM,margin_factor,3.771884447027726,0.6113602793580437,477
ST7062,W,margin_factor,3.761785950404796,0.6896331536925269,222
ST7071,N1,margin_factor,3.513198097430058,1.005856821294932,213
ST7071,N2,margin_factor,3.5549015849494534,0.7176100489816619,1056
ST7071,N3,margin_factor,3.608382390704232,0.8271224339396754,852
ST7071,REM,margin_factor,3.474776620286142,1.0207459846277578,477
ST7071,W,margin_factor,3.6833733675861593,0.9974629994471248,147
ST7072,N1,margin_factor,3.796031219300993,0.8277287912311415,213
ST7072,N2,margin_factor,3.777494623638936,0.8105273434260938,1056
ST7072,N3,margin_factor,3.576613418145504,0.7495439907445962,852
ST7072,REM,margin_factor,3.6612954078765054,0.7235366803802394,477
ST7072,W,margin_factor,3.795919192463157,0.7828254736549045,147
ST7081,N1,margin_factor,3.6488945366805936,0.6709133927785094,222
ST7081,N2,margin_factor,3.612484947804768,0.6677730113303126,1059
ST7081,N3,margin_factor,3.663782198034075,0.6838990658020001,852
ST7081,REM,margin_factor,3.5204825211173576,0.6693193005642462,477
ST7081,W,margin_factor,3.786064535058728,0.648464507687394,222
ST7082,N1,margin_factor,3.6558266074777626,0.5988412842468853,222
ST7082,N2,margin_factor,3.633690009904804,0.5757423009387561,1059
ST7082,N3,margin_factor,3.58352710599564,0.6308501253115351,852
ST7082,REM,margin_factor,3.7241164685478414,0.6274572258695597,477
ST7082,W,margin_factor,3.649895388475741,0.9606740987232678,222
ST7091,N1,margin_factor,3.8908218834805695,0.675907267390647,222
ST7091,N2,margin_factor,3.772942260528856,0.6523243219162342,1059
ST7091,N3,margin_factor,3.7216620244657337,0.699297311471601,852
ST7091,REM,margin_factor,3.811255435223255,0.7081570439572964,477
ST7091,W,margin_factor,3.77455279226633,0.5957117163247876,222
ST7092,N1,margin_factor,3.876546191572516,0.7372359045788901,222
ST7092,N2,margin_factor,3.8254480015750048,0.70067604540478,1059
ST7092,N3,margin_factor,3.721457467080016,0.6746423730912565,852
ST7092,REM,margin_factor,3.679728248043072,0.6868248210669785,477
ST7092,W,margin_factor,3.5420049550088546,2.61934126704078,222
ST7101,N1,margin_factor,4.083388700704962,0.8753160622323128,222
ST7101,N2,margin_factor,3.857733776602311,0.9106023985033156,1059
ST7101,N3,margin_factor,3.814893451023604,1.1631185632806913,852
ST7101,REM,margin_factor,3.849647189245745,0.7168937217266609,477
ST7101,W,margin_factor,3.904825031485784,0.8749322903817305,222
ST7102,N1,margin_factor,3.8470276465154623,0.7295451864117521,222
ST7102,N2,margin_factor,3.805598259760016,0.807505306543562,1059
ST7102,N3,margin_factor,3.5334885210626266,0.9732982335575326,852
ST7102,REM,margin_factor,3.857951868056536,0.8585708252635662,477
ST7102,W,margin_factor,3.837088787179821,0.8261470895897576,222
ST7111,N1,margin_factor,3.741237214295893,0.696628637249237,222
ST7111,N2,margin_factor,3.730977985918468,0.824019736963685,1059
ST7111,N3,margin_factor,3.4774022944579315,0.9498031767285636,852
ST7111,REM,margin_factor,3.808284199290064,0.7277999842860572,477
ST7111,W,margin_factor,3.830831479420088,0.8516644437544825,222
ST7112,N1,margin_factor,3.780958273550042,0.7655990508916641,222
ST7112,N2,margin_factor,3.67426284981686,0.8741522947350107,1059
ST7112,N3,margin_factor,3.7037538493552873,0.9193038431138284,852
ST7112,REM,margin_factor,3.779418538886633,0.6635829930172608,477
ST7112,W,margin_factor,3.897158590618747,0.9809624197087832,222
ST7121,N1,margin_factor,3.834639833757173,0.7940706672148292,222
ST7121,N2,margin_factor,3.7517062335251374,0.8074193039698936,1059
ST7121,N3,margin_factor,3.627661855960506,0.8443857815485223,852
ST7121,REM,margin_factor,3.706972999535962,0.7483414113473268,477
ST7121,W,margin_factor,3.832394313825037,0.7552987169684258,222
